Iteration,Independent Client,Independent Client Elevated,Client + Server,Client + Server Elevated
80,0.012578,0.009016,0.005058,0.004785
81,0.017010,0.008967,0.005093,0.004769
82,0.018373,0.011009,0.005133,0.004836
83,0.018659,0.010642,0.005226,0.004795
84,0.012580,0.008595,0.005049,0.004806
85,0.016489,0.008729,0.005106,0.004779
86,0.018398,0.008485,0.005108,0.004869
87,0.018256,0.010301,0.005074,0.004832
88,0.012716,0.010189,0.005074,0.004778
89,0.016585,0.010289,0.005026,0.004835
90,0.018342,0.008158,0.005014,0.004793
91,0.018622,0.009541,0.005109,0.004792
92,0.012634,0.009728,0.005130,0.004773
93,0.016533,0.012107,0.005058,0.004823
94,0.018478,0.008962,0.005111,0.004781
95,0.018476,0.008968,0.005310,0.004840
96,0.012653,0.009079,0.005074,0.004717
97,0.016608,0.009097,0.005059,0.004788
98,0.018415,0.009093,0.005081,0.004812
99,0.012953,0.010994,0.005161,0.004770
100,0.016600,0.013229,0.005073,0.004775
101,0.010977,0.014874,0.010268,0.009641
102,0.010548,0.010911,0.010286,0.009706
103,0.011597,0.010893,0.010260,0.009591
104,0.014354,0.012300,0.010137,0.009693
105,0.013346,0.012717,0.010289,0.009603
106,0.011902,0.011116,0.010321,0.009648
107,0.011936,0.011118,0.010183,0.009635
108,0.011844,0.012325,0.010230,0.009574
109,0.011763,0.012149,0.010210,0.009639
110,0.012448,0.010919,0.010042,0.009517
111,0.013442,0.011016,0.010315,0.009517
112,0.013254,0.012234,0.010252,0.009548
113,0.013183,0.011634,0.010182,0.009633
114,0.013209,0.010900,0.010258,0.009755
115,0.014954,0.010893,0.010201,0.009620
116,0.014878,0.012338,0.010268,0.009658
117,0.015098,0.012622,0.010235,0.009601
118,0.017038,0.010926,0.010234,0.009769
119,0.014811,0.011106,0.010296,0.009750
120,0.015412,0.012311,0.010128,0.009693
121,0.016439,0.010945,0.010199,0.009611
122,0.014467,0.009568,0.010211,0.009538
123,0.012587,0.009649,0.010348,0.009632
124,0.013166,0.009619,0.010175,0.009660
125,0.012735,0.010814,0.010130,0.009603
126,0.013993,0.010938,0.010118,0.009644
127,0.014409,0.009545,0.010276,0.009692
128,0.014256,0.009640,0.010170,0.009709
129,0.014569,0.009588,0.010219,0.009676
130,0.015249,0.010856,0.010007,0.009688
131,0.015968,0.010958,0.010288,0.009725
132,0.014238,0.010625,0.010090,0.009549
133,0.014537,0.010695,0.010268,0.009357
134,0.015262,0.011838,0.010105,0.009397
135,0.013485,0.011828,0.010348,0.009459
136,0.012141,0.010571,0.010139,0.009649
137,0.012151,0.010575,0.010210,0.009635
138,0.012170,0.011925,0.010149,0.009648
139,0.012368,0.011781,0.010263,0.009516
140,0.013706,0.010557,0.010235,0.009621
141,0.013526,0.010514,0.010104,0.009593
142,0.012158,0.011845,0.010052,0.009662
143,0.012218,0.011846,0.010238,0.009661
144,0.012231,0.010558,0.010214,0.009732
145,0.012209,0.011041,0.010122,0.009608
146,0.013523,0.011878,0.010106,0.009600
147,0.013970,0.012219,0.010081,0.009495
148,0.013628,0.010569,0.010248,0.009496
149,0.013792,0.010702,0.010180,0.009597
150,0.013782,0.011892,0.010161,0.009543
151,0.020226,0.018093,0.019098,0.018238
152,0.019949,0.017309,0.019012,0.018240
153,0.020039,0.017946,0.018810,0.018092
154,0.019648,0.017550,0.018697,0.018096
155,0.019146,0.018238,0.018918,0.018111
156,0.019220,0.017693,0.018921,0.017985
157,0.019379,0.017907,0.019286,0.017972
158,0.019235,0.017939,0.019057,0.018189
159,0.019303,0.017942,0.019311,0.018285
160,0.019466,0.017760,0.019362,0.018067
161,0.019174,0.016719,0.019201,0.017955
162,0.019312,0.017676,0.019191,0.018101
163,0.019375,0.017927,0.019062,0.018052
164,0.019165,0.017804,0.019340,0.018013
165,0.019285,0.017229,0.019310,0.018074
166,0.019460,0.017636,0.018844,0.017891
167,0.019341,0.017620,0.019090,0.018004
168,0.019293,0.017358,0.019061,0.017785
169,0.019227,0.017909,0.019238,0.017990
170,0.019141,0.016840,0.019002,0.018237
171,0.019556,0.018028,0.019120,0.017922
172,0.019540,0.017490,0.019414,0.017888
173,0.019186,0.017923,0.019075,0.018120
174,0.019280,0.017650,0.018964,0.018216
175,0.019181,0.017853,0.019552,0.018043
176,0.019196,0.017959,0.019368,0.018000
177,0.019572,0.018288,0.019143,0.018079
178,0.019526,0.017882,0.019241,0.018152
179,0.019149,0.017722,0.018896,0.018036
180,0.019477,0.017223,0.018789,0.018019
181,0.019385,0.017651,0.019227,0.017985
182,0.019157,0.017923,0.019112,0.018040
183,0.019553,0.017728,0.019270,0.017864
184,0.019585,0.017178,0.019357,0.017780
185,0.018211,0.017041,0.019031,0.018214
186,0.019270,0.018170,0.019017,0.017787
187,0.019432,0.016802,0.019519,0.018279
188,0.019187,0.017261,0.019104,0.018027
189,0.019432,0.018109,0.018848,0.018188
190,0.019524,0.017853,0.019227,0.017814
191,0.019214,0.017831,0.019093,0.017980
192,0.019424,0.017155,0.018952,0.017915
193,0.019465,0.017122,0.019375,0.017774
194,0.019369,0.018136,0.019085,0.018291
195,0.019361,0.016811,0.019204,0.018129
196,0.019175,0.017909,0.019331,0.018308
197,0.019365,0.017296,0.018890,0.018152
198,0.019302,0.016975,0.019284,0.017888
199,0.019208,0.017873,0.019002,0.018142
200,0.019250,0.017472,0.019134,0.018145
201,0.026524,0.023760,0.025434,0.024170
202,0.025926,0.022868,0.025265,0.023859
203,0.024884,0.022929,0.025207,0.023965
204,0.025731,0.023008,0.025394,0.024200
205,0.025124,0.023174,0.025567,0.023975
206,0.025689,0.022425,0.025360,0.024111
207,0.025181,0.022774,0.025004,0.023925
208,0.025613,0.022066,0.025562,0.024131
209,0.023991,0.023396,0.025575,0.023761
210,0.025804,0.021674,0.025347,0.024027
211,0.025366,0.023636,0.025804,0.024047
212,0.025785,0.021608,0.025060,0.024024
213,0.025077,0.023211,0.025580,0.024110
214,0.025258,0.023354,0.025750,0.024483
215,0.025430,0.023075,0.025698,0.023831
216,0.025823,0.022121,0.025495,0.024134
217,0.024288,0.023073,0.025511,0.023959
218,0.025964,0.022985,0.025571,0.024314
219,0.024439,0.022818,0.025672,0.024067
220,0.025465,0.022509,0.025625,0.024194
221,0.025631,0.023089,0.025486,0.024205
222,0.025312,0.022802,0.025177,0.023912
223,0.025207,0.023027,0.025467,0.023682
224,0.025591,0.022398,0.025701,0.024116
225,0.025007,0.022943,0.025654,0.024105
226,0.025889,0.022432,0.025453,0.023877
227,0.024170,0.023457,0.025509,0.024368
228,0.025598,0.022702,0.025299,0.024214
229,0.025036,0.023261,0.025292,0.024069
230,0.025922,0.022363,0.025548,0.024219
231,0.023930,0.023173,0.025473,0.023814
232,0.026118,0.021651,0.025608,0.023920
233,0.024884,0.023028,0.025630,0.023873
234,0.025860,0.021616,0.025286,0.024031
235,0.024690,0.022745,0.025685,0.024202
236,0.025663,0.022745,0.025433,0.024209
237,0.024580,0.022723,0.025535,0.023997
238,0.024631,0.022792,0.025364,0.024204
239,0.025014,0.023860,0.025618,0.024204
240,0.025895,0.021663,0.025236,0.023655
241,0.024748,0.023165,0.025664,0.023845
242,0.025689,0.022256,0.025659,0.024143
243,0.025224,0.023334,0.025513,0.023844
244,0.025463,0.021629,0.026050,0.023758
245,0.025498,0.022961,0.025180,0.024146
246,0.025853,0.022294,0.025181,0.023915
247,0.023387,0.024121,0.025344,0.024077
248,0.025829,0.022355,0.025329,0.023829
249,0.025469,0.023202,0.025420,0.023982
250,0.025455,0.022520,0.025653,0.024234
251,0.040840,0.035666,0.038239,0.036342
252,0.036556,0.034440,0.038302,0.036100
253,0.037227,0.033429,0.038244,0.036258
254,0.037578,0.033483,0.038391,0.036182
255,0.036592,0.033957,0.038148,0.036173
256,0.038619,0.033003,0.038281,0.036362
257,0.035862,0.034154,0.038168,0.035758
258,0.037117,0.033002,0.038328,0.035658
259,0.037864,0.033669,0.038128,0.035738
260,0.036649,0.033338,0.037660,0.036044
261,0.037423,0.033132,0.038325,0.035856
262,0.036795,0.033688,0.038125,0.035837
263,0.035102,0.033105,0.038397,0.036016
264,0.037151,0.033404,0.038433,0.036106
265,0.034925,0.032818,0.037716,0.036056
266,0.037300,0.034669,0.038534,0.036017
267,0.035742,0.033387,0.038196,0.036552
268,0.036300,0.033084,0.038165,0.035867
269,0.036399,0.034444,0.037635,0.036273
270,0.037322,0.033560,0.038276,0.036383
271,0.035848,0.033093,0.038512,0.036224
272,0.035436,0.033685,0.038373,0.035961
273,0.035118,0.033265,0.038513,0.036299
274,0.037011,0.033829,0.038492,0.035940
275,0.035667,0.032895,0.038118,0.035676
276,0.037040,0.033902,0.038699,0.036298
277,0.035475,0.033815,0.038254,0.036007
278,0.036753,0.033553,0.037969,0.036252
279,0.035543,0.034395,0.037988,0.035692
280,0.037227,0.032835,0.037962,0.035848
281,0.035290,0.033571,0.037876,0.035820
282,0.037094,0.033922,0.038408,0.036324
283,0.036674,0.033791,0.038093,0.035718
284,0.036672,0.034318,0.038540,0.036309
285,0.036781,0.032446,0.038295,0.036132
286,0.037494,0.034908,0.037939,0.035919
287,0.037918,0.033415,0.038449,0.036228
288,0.035271,0.033123,0.038594,0.035855
289,0.036710,0.034409,0.038683,0.036365
290,0.036411,0.032797,0.038282,0.036188
291,0.036587,0.033648,0.038400,0.035614
292,0.037586,0.033878,0.038738,0.036063
293,0.036832,0.033480,0.038169,0.036445
294,0.038312,0.034323,0.038010,0.036345
295,0.036732,0.032885,0.037965,0.036190
296,0.039007,0.033504,0.038213,0.035924
297,0.038208,0.034414,0.038654,0.036219
298,0.036537,0.033160,0.038348,0.035790
299,0.037673,0.034328,0.038246,0.035836
300,0.035682,0.032789,0.038650,0.035778
301,0.048945,0.043532,0.050950,0.048033
302,0.047382,0.043581,0.051494,0.047893
303,0.047192,0.043184,0.051362,0.047769
304,0.047141,0.043434,0.050710,0.048022
305,0.047052,0.043638,0.051182,0.047292
306,0.047720,0.043655,0.051419,0.047556
307,0.048333,0.043115,0.050389,0.047281
308,0.048723,0.044005,0.051337,0.047306
309,0.047649,0.044681,0.051043,0.047423
310,0.047937,0.043267,0.050274,0.047668
311,0.047037,0.044147,0.051349,0.047082
312,0.047976,0.043335,0.050777,0.047030
313,0.047716,0.043628,0.050922,0.047869
314,0.046926,0.043704,0.051274,0.046824
315,0.048174,0.043759,0.050500,0.047366
316,0.047491,0.044056,0.051070,0.047494
317,0.048486,0.043428,0.051653,0.047450
318,0.048555,0.044287,0.050989,0.047060
319,0.046979,0.043288,0.051274,0.047634
320,0.047130,0.043644,0.051433,0.047722
321,0.048119,0.043315,0.050172,0.047745
322,0.047072,0.043169,0.050320,0.047750
323,0.046826,0.044162,0.051493,0.047926
324,0.048538,0.044169,0.050570,0.047543
325,0.048109,0.043997,0.051112,0.047376
326,0.046856,0.043893,0.051075,0.047501
327,0.047822,0.043245,0.050871,0.047916
328,0.047012,0.044074,0.051307,0.047746
329,0.048824,0.043265,0.050965,0.048663
330,0.047176,0.043398,0.050559,0.047122
331,0.047513,0.043280,0.050566,0.047435
332,0.048328,0.043247,0.050157,0.047211
333,0.047480,0.043300,0.051010,0.046554
334,0.046692,0.043871,0.051297,0.047300
335,0.047550,0.043254,0.050233,0.047167
336,0.047117,0.043862,0.051337,0.047152
337,0.047041,0.043775,0.051271,0.047349
338,0.046998,0.043037,0.051319,0.047512
339,0.049039,0.044816,0.050955,0.046995
340,0.049192,0.043748,0.051401,0.047095
341,0.047512,0.043589,0.051016,0.046654
342,0.047112,0.044511,0.051010,0.047783
343,0.047786,0.043081,0.051198,0.046708
344,0.048934,0.043878,0.050699,0.047133
345,0.046901,0.043215,0.050496,0.047015
346,0.047463,0.043836,0.050523,0.047546
347,0.047083,0.043588,0.050494,0.046773
348,0.047051,0.043312,0.051349,0.047343
349,0.048638,0.043532,0.050296,0.047191
350,0.046784,0.044602,0.049727,0.047233
351,0.066138,0.055282,0.062490,0.059242
352,0.058557,0.053926,0.062847,0.057786
353,0.059158,0.054571,0.062790,0.058680
354,0.058386,0.053903,0.063184,0.058886
355,0.058732,0.053951,0.062339,0.059295
356,0.058831,0.053965,0.061530,0.060346
357,0.058727,0.053856,0.063057,0.059229
358,0.059192,0.054253,0.062798,0.058746
359,0.059119,0.054259,0.063806,0.058740
360,0.058640,0.054150,0.062744,0.058646
361,0.059259,0.053952,0.062891,0.060122
362,0.058654,0.054052,0.062927,0.059194
363,0.058803,0.053993,0.061950,0.059234
364,0.058831,0.053924,0.063001,0.058621
365,0.059365,0.054396,0.062361,0.058442
366,0.059525,0.054314,0.062586,0.059462
367,0.058795,0.054063,0.061966,0.058060
368,0.058368,0.054092,0.061429,0.059115
369,0.058657,0.054719,0.062570,0.058207
370,0.058507,0.054148,0.062844,0.059180
371,0.058296,0.054160,0.063256,0.058040
372,0.058757,0.054631,0.062694,0.059103
373,0.058908,0.053719,0.062250,0.059027
374,0.058928,0.053821,0.061489,0.059756
375,0.059410,0.054165,0.062795,0.059230
376,0.058732,0.053958,0.062988,0.059248
377,0.058478,0.053706,0.063323,0.058995
378,0.060430,0.055510,0.061833,0.058667
379,0.058928,0.053955,0.061476,0.059111
380,0.058286,0.053963,0.062708,0.058903
381,0.059523,0.053866,0.062405,0.059212
382,0.058993,0.054132,0.062401,0.058845
383,0.058537,0.054841,0.062018,0.058872
384,0.058932,0.053842,0.066375,0.059905
385,0.058897,0.054272,0.061600,0.058820
386,0.058611,0.053999,0.063791,0.059349
387,0.058454,0.053912,0.063489,0.059897
388,0.060258,0.053902,0.062121,0.058815
389,0.058632,0.053957,0.061648,0.058549
390,0.058849,0.055432,0.062719,0.059500
391,0.058884,0.054679,0.062244,0.058462
392,0.059099,0.053742,0.062935,0.059694
393,0.058227,0.054025,0.063117,0.059400
394,0.058691,0.054477,0.062249,0.058123
395,0.058972,0.053765,0.063482,0.059000
396,0.058656,0.053855,0.061985,0.058662
397,0.059278,0.054380,0.062789,0.059184
398,0.058976,0.055133,0.061924,0.059044
399,0.059242,0.053999,0.063136,0.059740
400,0.059133,0.053849,0.061848,0.058725
